,latitude,longtitude
0,22.58789957,113.9669359
1,22.587891157258674,113.96694738480068
2,22.587912408915976,113.96699486094585
3,22.587941671372853,113.96703423139323
4,22.58796659231357,113.9670820232662
5,22.588022532489084,113.96711657217165
6,22.58806889295443,113.96714715135036
7,22.58811950935184,113.96717407873224
8,22.588152916435718,113.96721078743269
9,22.58818411643927,113.96724962328469
10,22.58820732226628,113.9672848500871
11,22.588227741721656,113.9673204743836
12,22.588264094063977,113.96736826446966
13,22.58829824393277,113.96745932082733
14,22.588356323007773,113.96757824212861
15,22.588539744437163,113.96758968425644
16,22.588709488159278,113.96763820361024
17,22.588818013986383,113.96774311465374
18,22.588941281645692,113.96781438944045
19,22.58905537898904,113.96788675808071
20,22.589019566931707,113.96800857264671
21,22.588903685555984,113.96809730064216
22,22.5887730720987,113.96817658834911
23,22.588613661839297,113.9682206339842
24,22.58844894559062,113.96820496226216
25,22.588280021820967,113.96818214081415
26,22.588100609736333,113.96818180264538
27,22.587929302913565,113.9682449603367
28,22.58776015971705,113.96834506600106
29,22.58758769797781,113.9684461467836
30,22.58740843762536,113.9685543744913
31,22.587177548317644,113.96858049955594
32,22.586938349038373,113.96863970996836
33,22.586682401334368,113.96864984911073
34,22.586408263827376,113.9686389968879
35,22.586131782971435,113.9685753845546
36,22.58583853230044,113.96851419399002
37,22.585529409563144,113.96844106522816
38,22.585228286239175,113.96833682451489
39,22.584913263744046,113.96821970283054
40,22.584568547312088,113.96817376152465
41,22.58420595493711,113.96819228427104
42,22.58383826138274,113.96824498388114
43,22.583451039880536,113.96825629477951
44,22.58305509029036,113.96828370291546
45,22.582655724247758,113.96823086710009
46,22.582238839994545,113.96821642235416
47,22.581840616163024,113.96811792321495
48,22.581524096709686,113.9679005960779
49,22.581166407367164,113.96772372563272
50,22.58074883008559,113.96763434987538
51,22.58034572014688,113.96750763966237
52,22.579931973259143,113.96739107757833
53,22.579532466897927,113.96750009597856
54,22.57911754940227,113.96746943062857
55,22.578821683252173,113.96721147027343
56,22.578782550516664,113.96685249082623
57,22.578567698487657,113.96655348320292
58,22.578336667589188,113.96624994325016
59,22.578005806096165,113.96602491813545
60,22.57760123159128,113.96589114799298
61,22.577198209718947,113.96572287784913
62,22.576860922321114,113.96545610586521
63,22.576535441674615,113.96516429259381
64,22.576166749996695,113.96488143812418
65,22.5758303242284,113.96455576370094
66,22.575403215504952,113.96425564245064
67,22.57486272322113,113.96404636041073
68,22.574485589558776,113.96363927346061
69,22.574526740475523,113.96310136482647
70,22.574628852994326,113.96256406784063
71,22.57510656015259,113.9621680884119
72,22.575685453649115,113.96184287402303
73,22.57638258636312,113.9617701217874
74,22.57691258294876,113.96138388739382
75,22.57729793037924,113.96089595890936
76,22.577885254280044,113.96054131203397
77,22.578567068658078,113.960268435399
78,22.579304967034517,113.96012593314411
79,22.579959500315354,113.96048021683534
80,22.580648750021965,113.96080742768336
81,22.58113397699002,113.9613383357046
82,22.581849734721615,113.96162096057463
83,22.58235724188369,113.96109858152089
84,22.583085375427796,113.96083074142159
85,22.58380753776491,113.96115738151033
86,22.583975324961752,113.96183339593603
87,22.58434424989446,113.96244331674545
88,22.584791626802883,113.96300855250082
89,22.5848937976359,113.9637109772083
90,22.58457045578985,113.96438694712391
91,22.584476559449424,113.96512256051746
92,22.584026402645215,113.9657740811246
93,22.583764866410313,113.96649473722968
94,22.58318471371864,113.96710947028762
95,22.582491666881612,113.96766163554355
96,22.58177690223253,113.96819170914353
97,22.58102503605579,113.96868540388198
98,22.580320160460673,113.969246730717
99,22.579644622562896,113.96982103803354
100,22.578842589487238,113.9702873786527
101,22.57789077280936,113.97044468068371
102,22.576936927736277,113.97053766547964
103,22.575971479468258,113.97062026059409
104,22.57499927936099,113.97050140212463
105,22.574034997483444,113.97034122238834
106,22.573134502959476,113.97000075695289
107,22.572149747490823,113.969975914047
108,22.571159711496133,113.96999996777294
109,22.57019285686213,113.96981845006482
110,22.569185883287094,113.96978591283772
111,22.56821683880607,113.96949862865971
112,22.56716881741958,113.96932818729545
113,22.566145487774538,113.96905775127676
114,22.56507767874072,113.9690161225562
115,22.56401506488816,113.96909074741723
116,22.563021802295783,113.9693982085454
117,22.56299160070205,113.97031221358645
118,22.563796579460455,113.9709151424255
119,22.56484709430002,113.97121232198347
120,22.565934881625964,113.97094132202622
121,22.56675737501944,113.97027018231647
122,22.566738661639814,113.96929518136233
123,22.565741949069967,113.96876823275436
124,22.564591708421982,113.9690395994958
125,22.563774297991163,113.9697850279407
126,22.564291467132186,113.97070934575436
127,22.565512969935742,113.97084708684204
128,22.566738554309694,113.97068648108754
129,22.56781449268267,113.97013684238307
130,22.568706716140248,113.96935689639464
131,22.569330694385286,113.96839322557905
132,22.56983421836804,113.96735306071479
133,22.57056264961497,113.9663912219458
134,22.57116590742865,113.96537045316539
135,22.571736541798387,113.9643309428644
136,22.572638985886215,113.96347627407829
137,22.573979590167646,113.96328554394647
138,22.575322724629306,113.96310983950053
139,22.57663446107967,113.96271680723177
140,22.577921963715866,113.96222366880352
141,22.579258866732694,113.96177567381798
142,22.58064731910823,113.96142087936225
143,22.582082668840574,113.96117178908136
144,22.583387688492934,113.96063679302839
145,22.584874303543025,113.96054693855852
146,22.586371904419572,113.96045122038359
147,22.58789411317394,113.96041157500002
148,22.58943269987097,113.96037154338494
149,22.590984795505506,113.96037215511285
150,22.592550010405773,113.960378964037
151,22.5941281288101,113.96036773425857
152,22.59571870702155,113.96037758765345
